video_id,label,modality,background_music,static_image,voice_over
-MIwX2AaUas_000158,"male speech, man speaking",A,False,False,False
-NCa3eFLULw_000221,"child speech, kid speaking",A,False,False,False
-NCa3eFLULw_000221,"female speech, woman speaking",A,False,False,False
-NCa3eFLULw_000221,people crowd,A,False,False,False
-O4W3NA5-uA_000150,"male speech, man speaking",A,False,False,False
-O4W3NA5-uA_000150,people crowd,A,False,False,False
-O4W3NA5-uA_000150,"pigeon, dove cooing",A,False,False,False
-O4W3NA5-uA_000150,wind rustling leaves,A,False,False,False
-OxoxrlzLXA_000045,"male speech, man speaking",A,False,False,False
-PyXfNxnHKs_000110,"child speech, kid speaking",A,False,False,False
-PyXfNxnHKs_000110,"female speech, woman speaking",A,False,False,False
-PyXfNxnHKs_000110,"male speech, man speaking",A,False,False,False
-PyXfNxnHKs_000110,owl hooting,A,False,False,False
-Q_UXiwWR_c_000030,male singing,A,True,False,False
-Q_UXiwWR_c_000030,"male speech, man speaking",A,True,False,False
-Q_UXiwWR_c_000030,playing drum kit,A,True,False,False
-Q_UXiwWR_c_000030,playing synthesizer,A,True,False,False
-Q_UXiwWR_c_000030,rapping,A,True,False,False
-Qowmc0P9ic_000034,male singing,A,True,False,False
-QsPqh8Kyrc_000170,people screaming,A,False,False,False
-QsPqh8Kyrc_000170,people sniggering,A,False,False,False
-R4Vw5lNMPM_000010,playing bass drum,A,True,True,False
-R4Vw5lNMPM_000010,playing trombone,A,True,True,False
-RO4IF8Qv3c_000369,"male speech, man speaking",A,False,False,False
-RUIfdLiXdk_000045,singing bowl,A,False,False,False
-RUvAmkAcgw_000707,playing electronic organ,A,True,False,False
-S-TDT5oq0Q_000290,"male speech, man speaking",A,False,False,False
-Sd-j0rKeKw_000030,people sniggering,A,False,False,False
-T2MO0xBNwM_000026,"male speech, man speaking",A,False,False,True
-T8L4SVm3u0_000001,footsteps on snow,A,False,True,False
-T8L4SVm3u0_000001,ice cracking,A,False,True,False
-T8zbMNxdcw_000207,"child speech, kid speaking",A,False,False,False
-UKH_6moRZc_000180,"child speech, kid speaking",A,False,False,True
-USpijVx_aI_000200,wind noise,A,False,False,True
-V9U5F14AVY_000040,"male speech, man speaking",A,False,False,True
-VevyIayGM0_000000,playing piano,A,True,False,False
-WIDMrHskbI_000350,people clapping,A,True,False,False
-WIDMrHskbI_000350,"playing marimba, xylophone",A,True,False,False
-Wd5YV97ftU_000320,"female speech, woman speaking",A,True,False,True
-Wd5YV97ftU_000320,playing piano,A,True,False,True
-Wsuo4VDwfE_000030,wind rustling leaves,A,False,False,False
-XxUW9gW6mc_000060,wind noise,A,True,False,False
-XxUW9gW6mc_000060,wind rustling leaves,A,True,False,False
-Y-J_aNii3c_000021,fire crackling,A,True,False,False
-Y-J_aNii3c_000021,machine gun shooting,A,True,False,False
-Y-J_aNii3c_000021,playing bass drum,A,True,False,False
-Y-J_aNii3c_000021,playing electric guitar,A,True,False,False
-Y8sJDoL1YA_000015,playing gong,A,False,False,False
-Y8sJDoL1YA_000015,reversing beeps,A,False,False,False
-Z1ZSWDouUU_000030,"female speech, woman speaking",A,True,False,True
-Z1ZSWDouUU_000030,"male speech, man speaking",A,True,False,True
-Z1ZSWDouUU_000030,singing choir,A,True,False,True
-Z1ZSWDouUU_000030,wind noise,A,True,False,True
-ZFNLu4HclQ_000000,chicken crowing,A,False,False,True
-ZFNLu4HclQ_000000,"male speech, man speaking",A,False,False,True
-ZJqu_4zLMc_000030,"female speech, woman speaking",A,True,False,True
-ZSgg6jFUd8_000688,people slurping,A,False,False,False
-_QPd-VskKY_000030,"male speech, man speaking",A,False,False,False
-_f_ClsDxyc_000080,orchestra,A,True,True,False
-_f_ClsDxyc_000080,playing cello,A,True,True,False
-_f_ClsDxyc_000080,playing clarinet,A,True,True,False
-_umX4zgLVY_000028,lions roaring,A,False,False,False
-_yRmyG71Z0_000036,"bird chirping, tweeting",A,False,False,False
-_yRmyG71Z0_000036,wind noise,A,False,False,False
-aK9JKAGme0_000041,"bird chirping, tweeting",A,False,False,False
-aK9JKAGme0_000041,"female speech, woman speaking",A,False,False,False
-aK9JKAGme0_000041,"male speech, man speaking",A,False,False,False
-aK9JKAGme0_000041,wind noise,A,False,False,False
-aK9JKAGme0_000051,"bird chirping, tweeting",A,False,False,False
-aXWYfAdovc_000230,wind rustling leaves,A,False,False,True
-bJPDtT31p0_000100,playing acoustic guitar,A,True,False,False
-bJPDtT31p0_000100,playing cornet,A,True,False,False
-bJPDtT31p0_000100,playing drum kit,A,True,False,False
-cA9HsnV1ao_000030,hair dryer drying,A,False,True,False
-dRucPKqTFc_000007,playing synthesizer,A,False,False,False
-f1DNyngKVY_000030,playing harpsichord,A,True,False,False
-f1DNyngKVY_000030,playing sitar,A,True,False,False
-fAGzY9rnaA_000030,"female speech, woman speaking",A,False,False,True
-fJsZm3YRc0_000030,reversing beeps,A,False,False,False
-fJsZm3YRc0_000030,tractor digging,A,False,False,False
-fPdOa99Iwg_000030,"male speech, man speaking",A,False,False,False
-fz6omiAhZ8_000040,"vehicle horn, car horn, honking",A,False,False,False
-gAzofSmRiY_000021,people eating crisps,A,False,False,True
-gCqnkIUmp0_000140,"child speech, kid speaking",A,False,False,False
-gYMAfoDgu0_000705,car engine knocking,A,False,False,False
-gYMAfoDgu0_000705,wind noise,A,False,False,False
-galdW8VGEQ_000143,snake rattling,A,False,False,False
-gz_moHFwl4_000016,"bird chirping, tweeting",A,False,False,True
-h5ZGw9Ci5c_000450,female singing,A,True,False,False
-h5ZGw9Ci5c_000450,playing drum kit,A,True,False,False
-h5ZGw9Ci5c_000450,playing guiro,A,True,False,False
-h5ZGw9Ci5c_000450,playing synthesizer,A,True,False,False
-hJ1YTZ5AGI_000030,"female speech, woman speaking",A,False,False,False
-hJ1YTZ5AGI_000030,male singing,A,False,False,False
-hYRFCQdbLg_000030,playing piano,A,False,False,False
-hb5BJ9xxBQ_000062,"female speech, woman speaking",A,False,False,False
-hb5BJ9xxBQ_000062,people cheering,A,False,False,False
-hedbpc8T0E_000030,"female speech, woman speaking",A,False,False,False
-hedbpc8T0E_000030,people giggling,A,False,False,False
-hfAbHHlj44_000030,people battle cry,A,False,False,False
-hfAbHHlj44_000030,people cheering,A,False,False,False
-hn5Sfg7kX0_000000,ripping paper,A,False,False,False
-hss7xpzIVc_000030,"male speech, man speaking",A,False,False,False
-iF4a6f5PJ8_000000,"bird chirping, tweeting",A,False,False,False
-jVXNEvUJss_000259,"male speech, man speaking",A,False,False,False
-jVXNEvUJss_000259,people cheering,A,False,False,False
-jVXNEvUJss_000259,people crowd,A,False,False,False
-jaY3LS3Dv0_000030,people clapping,A,False,False,False
-k-hxP5eWko_000030,lathe spinning,A,False,False,False
-kWlE2dkoxc_000170,vacuum cleaner cleaning floors,A,False,False,False
-lPXTBXa0tE_000030,playing banjo,A,False,False,False
-lPXTBXa0tE_000030,playing bass guitar,A,False,False,False
-lPXTBXa0tE_000030,playing lacrosse,A,False,False,False
-lPXTBXa0tE_000030,"playing marimba, xylophone",A,False,False,False
-lPXTBXa0tE_000030,playing piano,A,False,False,False
-lPXTBXa0tE_000030,playing shofar,A,False,False,False
-lPXTBXa0tE_000030,"playing steel guitar, slide guitar",A,False,False,False
-lPXTBXa0tE_000030,tapping guitar,A,False,False,False
-mKtgDnG0oM_000030,tapping guitar,A,False,False,False
-nDPmlHReow_000060,people cheering,A,False,False,False
-nDPmlHReow_000060,people crowd,A,False,False,False
-nDPmlHReow_000060,people screaming,A,False,False,False
-nJbGyPg6BY_000060,"female speech, woman speaking",A,False,False,False
-nJbGyPg6BY_000060,people cheering,A,False,False,False
-nJbGyPg6BY_000060,people clapping,A,False,False,False
-nQ9a0P1TlY_000023,"female speech, woman speaking",A,False,False,False
-na-0NBG5Ow_000001,"bird chirping, tweeting",A,True,False,False
-na-0NBG5Ow_000001,cricket chirping,A,True,False,False
-nj0HaLz2N4_000023,people crowd,A,False,False,False
-njdG2dcQx0_000220,cricket chirping,A,False,False,False
-nlkWWphiaM_000030,playing drum kit,A,False,False,False
-oOARU0JwWE_000153,playing acoustic guitar,A,True,False,False
-p-pVVp0Ibo_000020,police radio chatter,A,False,True,False
-pBFsYisTCM_000010,playing drum kit,A,True,False,False
-pBFsYisTCM_000010,playing glockenspiel,A,True,False,False
-qtYcqvW_oc_000330,"cattle, bovinae cowbell",A,True,True,False
-qtYcqvW_oc_000330,female singing,A,True,True,False
-qtYcqvW_oc_000330,male singing,A,True,True,False
-qtYcqvW_oc_000330,orchestra,A,True,True,False
-qtYcqvW_oc_000330,playing timpani,A,True,True,False
-qtYcqvW_oc_000330,playing tympani,A,True,True,False
-qtYcqvW_oc_000330,shot football,A,True,True,False
-qtYcqvW_oc_000330,singing choir,A,True,True,False
-qxw8nbLj_0_000000,people screaming,A,False,False,False
-r2-9oyIzkQ_000030,people cheering,A,True,False,False
-r2-9oyIzkQ_000030,people crowd,A,True,False,False
-r2-9oyIzkQ_000030,playing drum kit,A,True,False,False
-r2-9oyIzkQ_000030,playing piano,A,True,False,False
-rTTPoBJNI4_000123,playing electric guitar,A,True,False,False
-rTTPoBJNI4_000123,playing piano,A,True,False,False
-rTTPoBJNI4_000123,playing theremin,A,True,False,False
-rcoSOKo-qM_000566,wind noise,A,False,False,False
-rqhMzJRYoc_000030,people belly laughing,A,False,False,False
-rqhMzJRYoc_000030,people sniggering,A,False,False,False
-s5ZidRvnjQ_000250,playing gong,A,False,False,False
-s5ZidRvnjQ_000250,"playing marimba, xylophone",A,False,False,False
-s5ZidRvnjQ_000250,playing synthesizer,A,False,False,False
-sbrgNGuWXE_000270,female singing,A,True,False,False
-sbrgNGuWXE_000270,playing drum kit,A,True,False,False
-spqqACI6UQ_000070,"male speech, man speaking",A,False,False,False
-t-htrAtNvM_000030,"male speech, man speaking",A,False,False,False
-tm7JvKYFcE_000042,bowling impact,A,False,False,False
-tm7JvKYFcE_000042,wind noise,A,False,False,False
-uD3ZbhFTnk_000077,wood thrush calling,A,False,False,False
-uaTK8sa5Ms_000010,"playing violin, fiddle",A,True,False,False
-vBj0PZ1RF0_000009,people cheering,A,True,False,False
-vBj0PZ1RF0_000009,people clapping,A,True,False,False
-w8maIWtnUk_000030,"playing steel guitar, slide guitar",A,True,False,False
-wi8kPVJLcw_000205,"male speech, man speaking",A,False,False,False
-xCaTrKy1CI_000000,"male speech, man speaking",A,True,True,False
-xCaTrKy1CI_000000,"playing marimba, xylophone",A,True,True,False
-xQbyezhw_k_000040,"child speech, kid speaking",A,False,False,False
-xfgovG6-KU_000030,wind noise,A,False,False,False
-yI3BN2OrO4_000352,"male speech, man speaking",A,False,False,False
-yI3BN2OrO4_000352,people whispering,A,False,False,False
-yicwYUKKuo_000304,wind rustling leaves,A,False,False,False
-yrglmBmErg_000225,playing acoustic guitar,A,True,False,False
-yrglmBmErg_000225,playing piano,A,True,False,False
-yrglmBmErg_000225,playing snare drum,A,True,False,False
-yrglmBmErg_000225,playing synthesizer,A,True,False,False
-z3n74RK92U_000006,"female speech, woman speaking",A,False,False,False
-z3n74RK92U_000006,"male speech, man speaking",A,False,False,False
-zIrltLewfc_000194,"bird chirping, tweeting",A,False,False,False
-zfmvtpsQq8_000000,wind noise,A,False,False,False
-ziWHyk_fYQ_000106,"bird chirping, tweeting",A,False,False,False
-ziWHyk_fYQ_000106,civil defense siren,A,False,False,False
-ziWHyk_fYQ_000106,cricket chirping,A,False,False,False
-ziWHyk_fYQ_000106,"fly, housefly buzzing",A,False,False,False
-zwjoyBo2s8_000285,"bird chirping, tweeting",A,False,False,False
-zwjoyBo2s8_000285,cuckoo bird calling,A,False,False,False
0-6N0Qagy5A_000010,telephone bell ringing,A,False,False,False
0-Fkevc0IoA_000140,"female speech, woman speaking",A,False,False,False
0-o0oZvSFOk_000030,cattle mooing,A,False,False,False
0-o0oZvSFOk_000030,"male speech, man speaking",A,False,False,False
00cREXaIlnQ_000030,male singing,A,False,False,True
00wORCOKNHw_000014,"bird chirping, tweeting",A,False,False,False
00z0M1DJyAw_000090,"bird chirping, tweeting",A,False,False,False
00z0M1DJyAw_000090,cricket chirping,A,False,False,False
015T7UQR0zQ_000066,rapping,A,True,False,False
01Iho7loxL0_000015,barn swallow calling,A,False,False,False
01SaXyGY5SM_000030,"female speech, woman speaking",A,False,False,False
01j_x89dowI_000481,"male speech, man speaking",A,True,True,True
01kxsUBtBZY_000100,printer printing,A,False,False,False
02Ak1eIyj3M_000030,ambulance siren,A,False,False,False
030h_KwNm-g_000003,"male speech, man speaking",A,False,False,False
0439dMJj-FY_000030,thunder,A,False,True,False
04L5PnWm3SQ_000053,"female speech, woman speaking",A,False,False,False
04zBqiZ6M4w_000179,tap dancing,A,False,False,False
054iiUoKoyo_000010,playing synthesizer,A,True,True,False
05uiW8xh5QU_000001,"child speech, kid speaking",A,False,False,False
05uiW8xh5QU_000001,"female speech, woman speaking",A,False,False,False
05uiW8xh5QU_000001,"male speech, man speaking",A,False,False,False
05uiW8xh5QU_000001,people babbling,A,False,False,False
05uiW8xh5QU_000001,people crowd,A,False,False,False
05uiW8xh5QU_000001,people screaming,A,False,False,False
064Ilsz8Fzg_000051,"male speech, man speaking",A,False,False,False
067izxXJJu4_000020,"male speech, man speaking",A,False,True,False
067izxXJJu4_000020,"vehicle horn, car horn, honking",A,False,True,False
06pzMwo6VHA_000120,"playing marimba, xylophone",A,True,False,False
06si40RVDco_000030,air horn,A,False,False,False
06si40RVDco_000030,car engine starting,A,False,False,False
06si40RVDco_000030,"engine accelerating, revving, vroom",A,False,False,False
06si40RVDco_000030,plastic bottle crushing,A,False,False,False
077aWlQn6XI_000030,"female speech, woman speaking",A,False,False,False
077aWlQn6XI_000030,"male speech, man speaking",A,False,False,False
07bi-w2VKeg_000035,footsteps on snow,A,False,False,False
07bi-w2VKeg_000035,lip smacking,A,False,False,False
08mf5GxT820_000030,ambulance siren,A,True,False,False
08mf5GxT820_000030,"female speech, woman speaking",A,True,False,False
08mf5GxT820_000030,mosquito buzzing,A,True,False,False
09LqFbgwszg_000155,wind noise,A,False,False,False
09NfjFeq2cs_000078,chicken clucking,A,False,False,False
09NfjFeq2cs_000078,"female speech, woman speaking",A,False,False,False
09NfjFeq2cs_000078,people giggling,A,False,False,False
09kqMqn5rWs_000260,"child speech, kid speaking",A,False,False,False
09kqMqn5rWs_000260,cricket chirping,A,False,False,False
09kqMqn5rWs_000260,people giggling,A,False,False,False
09pZj6CEvRw_000250,cricket chirping,A,True,False,False
0B7fwvTtvLM_000000,wind noise,A,False,False,False
0BauNGmZtTU_000250,thunder,A,False,False,False
0BauNGmZtTU_000250,wind noise,A,False,False,False
0CA5CPHRXDc_000000,cricket chirping,A,False,False,False
0CA5CPHRXDc_000000,firing muskets,A,False,False,False
0CA5CPHRXDc_000000,"male speech, man speaking",A,False,False,False
0CA5CPHRXDc_000000,mosquito buzzing,A,False,False,False
0CEsVHHkwww_000030,playing bass guitar,A,True,False,False
0CEsVHHkwww_000030,playing snare drum,A,True,False,False
0CEsVHHkwww_000030,playing synthesizer,A,True,False,False
0CQnnJq9xn0_000075,"male speech, man speaking",A,False,False,False
0CTgEP0SIVg_000010,"bird chirping, tweeting",A,False,False,False
0CTgEP0SIVg_000010,chicken crowing,A,False,False,False
0CTgEP0SIVg_000010,dog howling,A,False,False,False
0CTgEP0SIVg_000010,"pigeon, dove cooing",A,False,False,False
0CbBZ-XeZNU_000250,"bird chirping, tweeting",A,False,False,False
0Cl6hXpryhY_000030,people eating,A,False,True,False
0Cl6hXpryhY_000030,people screaming,A,False,True,False
0CzC0-cXe8M_000030,"engine accelerating, revving, vroom",A,False,False,False
0D8KognM4uY_000282,"male speech, man speaking",A,False,False,False
0D8KognM4uY_000282,people cheering,A,False,False,False
0D8KognM4uY_000282,people crowd,A,False,False,False
0DOFzYwOoPg_000133,people sneezing,A,False,False,False
0Dt2-TtqvJU_000030,playing acoustic guitar,A,True,False,False
0EyJ15KLxg4_000390,playing snare drum,A,True,False,False
0EyJ15KLxg4_000390,playing synthesizer,A,True,False,False
0F04c_rY4aw_000000,"male speech, man speaking",A,False,False,False
0FjrveIENzI_000020,playing acoustic guitar,A,True,False,True
0H25ve3qts4_000001,door slamming,A,False,False,True
0H25ve3qts4_000001,"female speech, woman speaking",A,False,False,True
0H2tR-oOvIY_000003,footsteps on snow,A,True,True,False
0HBJuYt2Eys_000032,beat boxing,A,False,False,False
0HbhE91JB-k_000360,"fly, housefly buzzing",A,False,False,False
0IqPUUWnnd8_000085,"child speech, kid speaking",A,False,False,False
0IqPUUWnnd8_000085,"female speech, woman speaking",A,False,False,False
0IzhjqyDzt8_000000,church bell ringing,A,False,False,False
0IzhjqyDzt8_000000,"male speech, man speaking",A,False,False,False
0J5LtHU3F9Q_000010,"male speech, man speaking",A,False,False,False
0Jq6WJLLSIk_000004,baby crying,A,False,False,False
0Jq6WJLLSIk_000004,children shouting,A,False,False,False
0Jq6WJLLSIk_000004,"female speech, woman speaking",A,False,False,False
0K92tp-4GEk_000108,wind noise,A,True,False,False
0KOPvSUlNjI_000180,people crowd,A,False,False,False
0KOPvSUlNjI_000180,people screaming,A,False,False,False
0N6S5OoG7Vg_000150,police radio chatter,A,False,False,False
0NLXz4JgvcQ_000096,cricket chirping,A,False,False,False
0NQXsEwBqAk_000136,"child speech, kid speaking",A,False,False,False
0NQXsEwBqAk_000136,"female speech, woman speaking",A,False,False,False
0O-gZoirpRA_000030,car engine knocking,A,False,False,False
0O463Ft4mVY_000080,wind noise,A,False,False,False
0O5xrYEZlSM_000456,"heart sounds, heartbeat",A,False,False,False
0O5xrYEZlSM_000456,wind noise,A,False,False,False
0OFlTh2_Obo_000030,dog barking,A,False,False,False
0OFlTh2_Obo_000030,dog bow-wow,A,False,False,False
0OFlTh2_Obo_000030,"male speech, man speaking",A,False,False,False
0OFlTh2_Obo_000030,owl hooting,A,False,False,False
0OH28bnOdEE_000058,"child speech, kid speaking",A,False,False,False
0OH28bnOdEE_000058,"female speech, woman speaking",A,False,False,False
0OH28bnOdEE_000058,people belly laughing,A,False,False,False
0OH28bnOdEE_000058,people gargling,A,False,False,False
0OY8XXZ98rw_000030,male singing,A,True,True,False
0OY8XXZ98rw_000030,orchestra,A,True,True,False
0OY8XXZ98rw_000030,playing electric guitar,A,True,True,False
0OyVe-lZS64_000037,playing synthesizer,A,True,False,False
0OyVe-lZS64_000037,telephone bell ringing,A,True,False,False
0PHUQku2P5I_000050,playing flute,A,False,False,False
0PHUQku2P5I_000050,"playing violin, fiddle",A,False,False,False
0Q1uQL5SL7U_000495,male singing,A,True,False,False
0QYedLfOwcI_000040,"female speech, woman speaking",A,False,False,False
0QabiRBcEKc_000050,"male speech, man speaking",A,False,False,False
0QabiRBcEKc_000050,wind noise,A,False,False,False
0R85JknaH-w_000090,people sniggering,A,False,False,False
0RHZd1P_H2s_000240,"female speech, woman speaking",A,False,False,False
0RJa3t8qZS4_000030,playing synthesizer,A,True,False,False
0RKgmvzhBA4_000040,"bird chirping, tweeting",A,False,False,False
0Rjyih3W0Is_000000,playing flute,A,True,True,False
0Rjyih3W0Is_000000,playing harp,A,True,True,False
0Rqa18lmDtw_000153,"engine accelerating, revving, vroom",A,False,False,False
0SLv6CmZas8_000002,"male speech, man speaking",A,False,False,True
0SLv6CmZas8_000002,wind noise,A,False,False,True
0SnjS2w_c80_000520,cupboard opening or closing,A,True,False,False
0SnjS2w_c80_000520,playing snare drum,A,True,False,False
0SnjS2w_c80_000520,playing synthesizer,A,True,False,False
0T39A4knSu4_000025,female singing,A,False,False,False
0T39A4knSu4_000025,"female speech, woman speaking",A,False,False,False
0T39A4knSu4_000057,"female speech, woman speaking",A,False,False,False
0TV9zvfwFhs_000030,female singing,A,False,True,False
0TV9zvfwFhs_000030,male singing,A,False,True,False
0TV9zvfwFhs_000030,playing snare drum,A,False,True,False
0TV9zvfwFhs_000030,playing synthesizer,A,False,True,False
0U7mQ5GYMX8_000300,playing sitar,A,False,False,False
0U7mQ5GYMX8_000300,playing tabla,A,False,False,False
0UEWX-2epho_000269,playing electric guitar,A,True,False,False
0VXKu_hIxpk_000115,"male speech, man speaking",A,False,False,False
0W1sNicXboU_000060,"male speech, man speaking",A,True,False,False
0W1sNicXboU_000060,playing bass drum,A,True,False,False
0XBOuAycZ-k_000150,playing cello,A,True,False,False
0XDEooC1h7s_000000,cricket chirping,A,False,False,False
0XFFOBzJ3aw_000120,playing tabla,A,True,False,False
0XFFOBzJ3aw_000120,playing tambourine,A,True,False,False
0XSNrKgA94g_000030,"male speech, man speaking",A,True,False,True
0XSNrKgA94g_000030,playing double bass,A,True,False,True
0XSNrKgA94g_000030,playing synthesizer,A,True,False,True
0XSNrKgA94g_000030,wind noise,A,True,False,True
0Z760XNy4VM_000030,"female speech, woman speaking",A,False,False,True
0Zm0ti8edsQ_000263,"male speech, man speaking",A,False,False,False
0ZxpQ87jdgQ_000037,"male speech, man speaking",A,False,False,True
0_9-dbUW0hU_000030,playing synthesizer,A,True,False,False
0_FFqLukmHk_000080,baby babbling,A,False,False,False
0_FFqLukmHk_000080,"female speech, woman speaking",A,False,False,False
0_FFqLukmHk_000080,people babbling,A,False,False,False
0_FFqLukmHk_000080,people hiccup,A,False,False,False
0a264PE9qEY_000024,playing oboe,A,True,True,False
0a4UPHowiOM_000011,"female speech, woman speaking",A,False,False,True
0a4UPHowiOM_000011,people belly laughing,A,False,False,True
0aaLWD7TUSU_000030,"male speech, man speaking",A,False,False,True
0bJgHzGSqK0_000002,tornado roaring,A,False,False,False
0bobzCB2ObQ_000076,"male speech, man speaking",A,False,False,False
0c78GAZ0jLY_000005,child singing,A,False,True,False
0cNYPgD6cEA_000030,fireworks banging,A,True,False,False
0d6YdyxkXzQ_000815,ferret dooking,A,False,False,False
0dC1f6bdyr4_000142,people clapping,A,False,False,False
0dC1f6bdyr4_000142,people crowd,A,False,False,False
0dC1f6bdyr4_000142,people giggling,A,False,False,False
