id,label,audible,visible,background_music,voice_over,static_images
r4kvzWLSDT4_000030.mp4,playing double bass,True,True,False,False,False
MI6AgoqRlZg_000069.mp4,chicken crowing,True,True,False,False,False
StO32FBBIH4_000011.mp4,baby crying,True,True,False,False,False
D1VQAb8CfWM_000022.mp4,cat hissing,True,True,False,False,False
Dvq1kY70ip4_000025.mp4,snake hissing,True,True,False,False,False
VCWoxeOUJzc_000083.mp4,"alligators, crocodiles hissing",False,True,False,True,False
CUWfvJiJFLQ_000030.mp4,playing bagpipes,True,True,False,False,False
G0SUSiUozWM_000236.mp4,popping popcorn,True,True,False,False,False
m-FO9gFY5Go_000030.mp4,people hiccup,True,True,False,False,False
K2pP4vbDrBw_000108.mp4,playing congas,True,True,False,False,False
wOzgCyoi9l8_000006.mp4,gibbon howling,True,True,False,False,False
a2mT_KRRa1Y_000002.mp4,"fly, housefly buzzing",False,False,,,
mZ6ALw9GOUU_000030.mp4,playing harp,True,True,False,False,False
nxklbthehL0_000100.mp4,people cheering,True,True,False,False,False
tiMD7FdhbPo_000050.mp4,playing trumpet,True,True,True,False,False
3ANlPU9YFmw_000030.mp4,frog croaking,False,True,False,False,False
5NyjOIjRKKM_000018.mp4,dog bow-wow,True,True,True,False,False
UpTkrr-4feg_000015.mp4,ferret dooking,True,True,False,False,False
NwA9JSlK_lM_000030.mp4,playing banjo,False,False,False,False,False
Szwd-0tatdo_000120.mp4,thunder,True,True,True,True,True
8n2oR0jgQ5A_000021.mp4,shot football,True,True,True,True,True
Hrpr-PM2fQQ_000000.mp4,skidding,True,True,False,False,False
V5xL8hLFY58_000030.mp4,playing mandolin,True,False,True,False,True
ktLR-WjB_C8_000044.mp4,ripping paper,False,False,False,False,False
RXIRbazT2Rs_000270.mp4,using sewing machines,True,True,False,False,False
R_yxyBvaauw_000040.mp4,barn swallow calling,True,False,False,False,False
2bCuw7U_Rac_000390.mp4,playing accordion,True,False,True,False,True
QDW_uCMnMMU_000000.mp4,people screaming,True,False,False,False,False
33JKpT0qUcE_000000.mp4,cat growling,True,False,False,True,False
o1psbzO1YPU_000065.mp4,"fly, housefly buzzing",True,True,False,False,False
V4YUpQKeKD4_000020.mp4,playing vibraphone,True,False,True,False,False
dgpEiV4huf4_000690.mp4,striking bowling,True,True,True,False,False
MaaPWkNBhR8_000173.mp4,car engine idling,True,False,False,True,False
irHVR7HFtn4_000034.mp4,"heart sounds, heartbeat",True,False,False,False,True
Drxkm1HyVxI_000021.mp4,sliding door,True,True,False,True,False
HZDIyvYqEC8_000066.mp4,magpie calling,True,True,False,False,False
9nNBz3phufo_000040.mp4,eating with cutlery,False,False,False,False,False
j68v0fnyXg8_000030.mp4,people clapping,True,False,True,False,False
THhP1idrWXA_000030.mp4,people sniggering,True,True,False,True,False
a6XuFDaKFgM_000092.mp4,arc welding,True,True,False,True,False
ER1fTL9-pQw_000030.mp4,people finger snapping,True,False,True,False,False
-2Dm0VjW8oM_000001.mp4,"pigeon, dove cooing",True,True,False,False,False
PljzqcsQ62U_000030.mp4,"bird chirping, tweeting",True,False,False,True,False
O1RmrE_HfpE_000030.mp4,playing didgeridoo,True,True,False,False,False
NmtINqVMjHE_000258.mp4,playing darts,True,True,False,True,False
ZvcqyRbXyls_000030.mp4,police car (siren),True,False,False,False,False
986MPr2JYY4_000016.mp4,people battle cry,False,False,False,True,False
4BUKAcdGfaI_000009.mp4,tap dancing,True,True,False,False,False
QS9exOjY2u0_000026.mp4,playing shofar,False,False,False,True,False
W3eYhk9XxRs_000046.mp4,chipmunk chirping,True,False,False,False,False
9koUQIbosEg_000259.mp4,car engine idling,True,False,True,True,False
z55K86oQrMo_000063.mp4,opening or closing car electric windows,False,False,False,False,False
G4fTKotMoWI_000030.mp4,playing acoustic guitar,True,True,False,False,True
rU7WZkmqSGc_000072.mp4,baltimore oriole calling,True,False,False,False,False
mCaniZpghFE_000310.mp4,playing harp,True,True,False,False,False
zsSLTyIhuf0_000000.mp4,playing tennis,True,True,False,False,False
xxxorj7BKe0_000064.mp4,playing squash,True,True,False,False,False
Aq3pc1q58Kw_000084.mp4,cat caterwauling,True,False,False,False,False
xsHb8V7bKbo_000010.mp4,people finger snapping,False,False,False,False,False
7XNy97YAGjo_000251.mp4,roller coaster running,True,True,True,False,False
0J_TdiZ3TKA_000030.mp4,male singing,True,False,True,False,True
1zQtgRqPHZU_000046.mp4,bathroom ventilation fan running,False,False,False,False,False
XryEq7dg_fY_000082.mp4,train whistling,True,False,False,False,False
f9rfsCGlpes_000000.mp4,dog whimpering,False,False,False,False,False
cNPwX7nKmOs_000030.mp4,"rowboat, canoe, kayak rowing",True,True,False,False,False
Y3Iu9Xq-TaU_000505.mp4,people slurping,True,True,False,False,False
Oct7HCu1Vwo_000035.mp4,smoke detector beeping,True,False,False,False,False
2e1tRszQIPE_000057.mp4,bouncing on trampoline,False,False,True,True,False
5gsfdVBThoI_000111.mp4,playing bass drum,True,True,False,False,False
cZBUN4-Vu2g_000118.mp4,chipmunk chirping,True,True,False,False,False
LhL0H-LI8SE_000090.mp4,baby laughter,True,True,False,False,False
Gg6Jx9UTBZI_000158.mp4,baltimore oriole calling,True,True,False,False,False
W_-t9sBGOg4_000072.mp4,playing double bass,True,True,False,False,False
5QpSgohMobQ_000030.mp4,car engine starting,True,True,False,False,False
-5CGQGSFGyg_000060.mp4,playing electronic organ,True,True,True,False,False
sP0anQjatZQ_000032.mp4,chipmunk chirping,True,True,False,False,False
tA_NrYVTlps_000024.mp4,horse clip-clop,True,True,False,False,False
IisvMeU0iKQ_000180.mp4,helicopter,False,False,False,False,False
3xDZU7GME7E_000170.mp4,lighting firecrackers,True,True,False,False,False
JHAQKzJ43Qo_000110.mp4,playing cymbal,True,True,False,True,False
zx_vcwOsDO4_000050.mp4,tapping guitar,True,True,False,False,False
gEbqh2WEfKU_000156.mp4,train horning,False,False,False,False,False
JzcuvgVgskk_000030.mp4,"child speech, kid speaking",True,True,False,False,False
ARCyuCLGlmc_000030.mp4,ocean burbling,True,False,False,False,False
-hSwZyPPJTc_000075.mp4,fox barking,True,True,False,False,False
Br2gA432RWo_000182.mp4,playing erhu,True,True,False,False,False
ITym6X1Cvzs_000000.mp4,duck quacking,True,False,False,False,True
CsRF3qYnSLI_000030.mp4,dog howling,True,True,False,False,False
rXU4vJ4Rz4A_000032.mp4,footsteps on snow,True,True,False,False,False
L28CnhmeAD4_000030.mp4,dog howling,True,True,False,False,True
x3i0kNcMM1k_000038.mp4,mynah bird singing,True,False,False,False,True
G_KiopmUUE0_000000.mp4,splashing water,True,True,False,False,False
JcLpx0VveSw_000017.mp4,plastic bottle crushing,True,True,False,False,False
40AD_oH9eCU_000030.mp4,"child speech, kid speaking",True,False,False,False,False
E3sbhKh1Rns_000126.mp4,plastic bottle crushing,True,True,False,False,False
Sg-8q7jJq7A_000030.mp4,people whispering,True,False,False,True,False
61krHyjf-ac_000176.mp4,"fly, housefly buzzing",False,True,False,True,False
zBabZOv4dGw_000380.mp4,dog howling,True,True,False,False,False
JSdALuTneBM_000030.mp4,playing synthesizer,True,False,True,False,False
vq4jQd5-PL0_000030.mp4,people sniggering,True,False,False,False,False
9lrhuW6aatg_000000.mp4,barn swallow calling,True,True,False,True,False
ikIVo68HLwY_000010.mp4,bird squawking,True,False,False,False,False
-ABOfhcXwt8_000017.mp4,people running,False,True,False,False,False
QMc3zhoaU-Y_000057.mp4,chipmunk chirping,True,True,False,False,False
X3wyXjui7ac_000213.mp4,playing tympani,True,True,False,False,False
MN-NfHbxdQE_000107.mp4,playing tympani,True,True,False,False,False
x5RTAyFGLRc_000133.mp4,running electric fan,False,False,False,False,False
kXQNBY7Wa14_000030.mp4,wind rustling leaves,True,False,True,True,False
M0GKzxjD9S0_000084.mp4,metronome,True,True,False,True,False
wZopmfXTtxw_000030.mp4,"male speech, man speaking",True,False,False,False,False
5DN1Q9s5B20_000030.mp4,cat hissing,True,True,False,False,False
7gr6ZOKZwuQ_000010.mp4,driving buses,True,True,False,False,False
ZPBscuJXkO0_000580.mp4,firing cannon,False,False,False,True,False
_W_Mc16Gi4Q_000030.mp4,wind rustling leaves,False,False,False,False,False
iuXb1ckkpwE_000246.mp4,"fly, housefly buzzing",True,True,False,False,False
CMKnSInoA7I_000003.mp4,horse clip-clop,True,True,False,False,True
mbIaXWp46po_000088.mp4,playing tuning fork,True,False,False,False,True
_jB-IM_77lI_000000.mp4,playing tennis,True,True,False,False,False
u-_9D23i6mE_000050.mp4,shot football,True,True,True,False,False
mHRF_-IOT2s_000440.mp4,playing cymbal,True,True,False,False,False
vyYpxGJr7zI_000030.mp4,dog barking,True,True,False,False,False
FTOafffuu5U_000150.mp4,people babbling,True,True,False,False,False
ABs3qGwvW-U_000020.mp4,basketball bounce,True,True,False,False,False
xLkLbI6uqSs_000053.mp4,snake hissing,True,False,False,False,True
9fWNP6yAgrU_000003.mp4,woodpecker pecking tree,True,False,False,False,False
I70DGW_g26g_000100.mp4,people slapping,True,False,False,False,False
8spcnH0LalI_000032.mp4,playing table tennis,True,True,False,False,False
A5lX7rsPIDw_000300.mp4,playing acoustic guitar,True,True,False,True,False
U8hJTpSZVWE_000103.mp4,yodelling,False,False,True,False,False
THu8Uk2KMBM_000030.mp4,playing harp,True,False,False,False,True
9c9dRz8t4bI_000152.mp4,electric grinder grinding,False,False,False,True,False
8TCdnr4F6tw_000303.mp4,playing glockenspiel,False,False,False,False,False
-tptsFSnu60_000235.mp4,hair dryer drying,True,True,False,False,False
WsHNWjMhlHQ_000452.mp4,police radio chatter,True,False,False,True,True
ID9p52w2ah4_000079.mp4,playing erhu,False,True,True,False,False
9K1WO3UNFb0_000269.mp4,bouncing on trampoline,False,False,True,True,False
CHkE7YL08Zo_000030.mp4,people sneezing,True,True,True,False,False
IPm036_I75o_000362.mp4,eagle screaming,False,False,True,True,False
8UMdVUartLw_000120.mp4,wind rustling leaves,True,False,False,False,False
AucZQ-hal9U_000013.mp4,firing muskets,True,True,False,True,False
DntBIoOgx70_000030.mp4,people farting,True,False,False,False,False
sc7KNFUEdfY_000030.mp4,duck quacking,True,True,True,False,False
G-tO6Sqyiu4_000030.mp4,chicken clucking,True,True,False,False,False
gLPkzyEy--c_000876.mp4,people eating apple,True,True,False,False,False
FpgEvLIh-jM_000052.mp4,spraying water,True,True,False,True,False
OvJJbbiz9y8_000070.mp4,cheetah chirrup,False,False,False,False,False
J5E3DDNxZGs_000078.mp4,cuckoo bird calling,True,False,True,False,False
J2nDnAerah0_000030.mp4,helicopter,True,True,False,True,False
DPpmV4JqYsM_000030.mp4,goat bleating,True,True,False,False,False
d_6Ykd2ntDE_000131.mp4,telephone bell ringing,False,False,False,False,False
pOvO5y-p550_000170.mp4,people burping,True,True,False,False,False
XCiz7m7HQrs_000120.mp4,cat caterwauling,False,False,False,False,False
lm5ia1UoyGw_000030.mp4,goat bleating,True,True,True,False,False
nC1p4WWdMgY_000316.mp4,lip smacking,True,True,False,False,False
LoRLOQaZU48_000090.mp4,airplane,False,True,True,False,False
sHG7j9-d0d0_000030.mp4,playing ukulele,True,True,False,False,False
NV0P4YtItzc_000110.mp4,people hiccup,True,True,False,False,False
q_K7AV8EWks_000026.mp4,playing bongo,True,True,False,False,False
