video_id,label,modality,background_music,static_image,voice_over
rJftCcAQZEY_000460,cricket chirping,AV,False,False,False
8HUmHsf6dG4_000000,spraying water,AV,False,False,False
aP0nFHftn9A_000070,typing on typewriter,AV,False,False,False
DQRapqt_69c_000128,sharpen knife,AV,False,False,False
nn5WR8xkcVM_000313,bouncing on trampoline,AV,False,False,False
doX8FjlNPf8_000030,playing sitar,AV,False,False,False
GQb6gTJD7zA_000000,playing flute,AV,False,False,False
SDdlINEPMPc_000030,wind rustling leaves,AV,False,False,False
Ahhba-EM4nI_000000,people sneezing,AV,False,False,False
ebRLSVHIGEE_000050,thunder,AV,False,False,False
iPf4W-YgqEs_000120,eating with cutlery,AV,False,False,False
y05npVHuQtg_000024,cattle mooing,AV,False,False,False
XNGrVxQFrdI_000440,pumping water,AV,False,False,False
HhJNtJYbWkk_000032,fireworks banging,AV,False,False,False
7GJ9EGKOxSI_000200,alarm clock ringing,AV,False,False,False
7-V8cMwkXTk_000030,"motorboat, speedboat acceleration",AV,False,False,False
LaiJ0mPbbdk_000016,horse neighing,AV,False,False,False
DKrhM5ESJzM_000045,arc welding,AV,False,False,False
4Au6hL7urlY_000368,"fly, housefly buzzing",AV,False,False,False
E7qRkUYu580_000307,sea waves,AV,False,False,False
eosvNU2eucs_000260,playing clarinet,AV,False,False,False
M-bmsXbJBdw_000034,"race car, auto racing",AV,False,False,False
Bd-1gr7807g_000016,volcano explosion,AV,False,False,False
o8_9STVfnvI_000059,horse clip-clop,AV,False,False,False
PeN0BUbCdVE_000030,printer printing,AV,False,False,False
ivKeAXf2H_g_000011,playing guiro,AV,False,False,False
680o8EChP_o_000105,striking pool,AV,False,False,False
35HFjLYQiwY_000030,lawn mowing,AV,False,False,False
NAdLC19r7MU_000245,planing timber,AV,False,False,False
F8OkghIn9L8_000320,chainsawing trees,AV,False,False,False
cM_VbOBRWK8_000000,playing harmonica,AV,False,False,False
GxT7fj69ni4_000056,chimpanzee pant-hooting,AV,False,False,False
SM10Hrl5d7U_000010,playing electronic organ,AV,False,False,False
zUxqWMvjKBw_000099,driving snowmobile,AV,False,False,False
QW8-FlKlqAA_000480,playing bagpipes,AV,False,False,False
1MP3sQTk8wo_000000,dog barking,AV,False,False,False
cuINEhfQW98_000109,ice cracking,AV,False,False,False
Fnsn0MeW3X4_000580,playing french horn,AV,False,False,False
QnR9JhVGgu8_000348,car engine idling,AV,False,False,False
idUZsNLnyDg_000030,tapping guitar,AV,False,False,False
JNvGSWULJLA_000588,dinosaurs bellowing,AV,False,False,False
J3ALZUC6tYI_000065,civil defense siren,AV,False,False,False
MZEwJXbLjIE_000260,people whistling,AV,False,False,False
ZT3jQW3tvt0_000015,canary calling,AV,False,False,False
ZcQ_w49a8UU_000066,mouse clicking,AV,False,False,False
pWjfnwWIXQ4_000150,bird wings flapping,AV,False,False,False
25AuI5wE_FM_000004,lathe spinning,AV,False,False,False
iYBjjt6HwPM_000109,sea waves,AV,False,False,False
MYejbTz5DWY_000166,shot football,AV,False,False,False
gs-lSymjBVE_000030,"ice cream truck, ice cream van",AV,False,False,False
H4rdJlSSt5Y_000030,playing banjo,AV,False,False,False
1BivKH8w7Fo_000037,people cheering,AV,False,False,False
nnkzdwz1D8Q_000280,cricket chirping,AV,False,False,False
7Tdbu-kCGPI_000077,baltimore oriole calling,AV,False,False,False
6sRQnpEEQ0E_000390,lighting firecrackers,AV,False,False,False
7M8qifHEvQA_000140,people eating apple,AV,False,False,False
S0sPNaWcdrs_000043,playing bongo,AV,False,False,False
PZJtBkLPDbM_000460,arc welding,AV,False,False,False
xAJtCxlsvGg_000003,warbler chirping,AV,False,False,False
7L5ceYe0f_s_000120,wind rustling leaves,AV,False,False,False
0eTrzI5-ong_000030,playing zither,AV,False,False,False
QXnJ2manIdI_000030,"female speech, woman speaking",AV,False,False,False
qeTDQnAZ81w_000087,underwater bubbling,AV,False,False,False
YCwS46UER0Q_000207,playing squash,AV,False,False,False
6fQqyrMAuFI_000500,"motorboat, speedboat acceleration",AV,False,False,False
tQpSR44-vLY_000150,lathe spinning,AV,False,False,False
2N-TQnG4t90_000045,woodpecker pecking tree,AV,False,False,False
crS5cwurdfY_000160,lawn mowing,AV,False,False,False
shkxVcpYF8c_000222,mouse clicking,AV,False,False,False
AG2YTG36nYg_000504,scuba diving,AV,False,False,False
cEEoKQ38fHY_000030,driving buses,AV,False,False,False
TCjpetxykx0_000210,playing sitar,AV,False,False,False
DqOGYyFVnKk_000200,skateboarding,AV,False,False,False
Gx4Ua7b7qcI_000016,blowtorch igniting,AV,False,False,False
aEuT4gYoOzg_000020,woodpecker pecking tree,AV,False,False,False
ejg4V7F-ArQ_000327,bowling impact,AV,False,False,False
R5I7L3qtgNk_000061,ice cracking,AV,False,False,False
2x373CrHD6E_000000,cupboard opening or closing,AV,False,False,False
Ts3ZcUaELzA_000030,playing electric guitar,AV,False,False,False
R_B5ruT7kAI_000000,train wheels squealing,AV,False,False,False
LmtTU7Ihc4M_000350,machine gun shooting,AV,False,False,False
WMZ3ZAMcE3s_000204,cat hissing,AV,False,False,False
99iIggWrfNM_000030,"engine accelerating, revving, vroom",AV,False,False,False
B5KE79I2f-A_000220,wind noise,AV,False,False,False
4P518ZMug-U_000115,people booing,AV,False,False,False
HgSqmsr5GOQ_000030,fire crackling,AV,False,False,False
bMYhXjEJl_8_000070,ocean burbling,AV,False,False,False
4U7GK4-5No4_000046,"electric shaver, electric razor shaving",AV,False,False,False
NwBREzh6M_I_000050,opening or closing drawers,AV,False,False,False
PeWX2XHqnTw_000005,playing double bass,AV,False,False,False
AwAFAi8sa-0_000450,playing volleyball,AV,False,False,False
KDE80kI1Kf0_000040,owl hooting,AV,False,False,False
eZ5iippq3rA_000030,crow cawing,AV,False,False,False
7fft0a682rE_000000,bird wings flapping,AV,False,False,False
Bgnaur8-fas_000160,playing bongo,AV,False,False,False
mwYb2HLIAmw_000030,"female speech, woman speaking",AV,False,False,False
KqcvoJkKeRk_000081,playing squash,AV,False,False,False
v44s14ocMV4_000033,playing oboe,AV,False,False,False
DIAS8gDM8Hg_000003,dog baying,AV,False,False,False
wKVqltUq1Xo_000052,golf driving,AV,False,False,False
ZRVktsXO9FI_000066,scuba diving,AV,False,False,False
3LulQoOXNB0_000030,driving motorcycle,AV,False,False,False
1VHm2PacRWc_000020,cow lowing,AV,False,False,False
Zbz0xb0BYSk_000090,chicken crowing,AV,False,False,False
ENX0totqysA_000030,playing piano,AV,False,False,False
2WTk_j_fivY_000030,reversing beeps,AV,False,False,False
YlLqWCeiVPw_000030,cat meowing,AV,False,False,False
QqBqzQofczg_000090,mouse pattering,AV,False,False,False
adh99_Q735w_000140,playing gong,AV,False,False,False
0NZQRllfNhE_000140,mynah bird singing,AV,False,False,False
R3urUtvSgkU_000030,playing bass guitar,AV,False,False,False
H8q7kRegenA_000490,playing vibraphone,AV,False,False,False
fPAsWpYozPM_000112,chipmunk chirping,AV,False,False,False
hnz86eMFjkQ_000002,people sneezing,AV,False,False,False
jzxUgRqabsA_000010,crow cawing,AV,False,False,False
QJDLZ53UsLk_000320,car passing by,AV,False,False,False
DrN1hZuDLqA_000153,lathe spinning,AV,False,False,False
4V_-nmgCdCk_000380,mouse pattering,AV,False,False,False
CnxNaUbF61U_000030,sloshing water,AV,False,False,False
99VNZPt2MIs_000126,elephant trumpeting,AV,False,False,False
ZsWs23ldI4k_000110,people hiccup,AV,False,False,False
N0d1cK2k1Eg_000000,cattle mooing,AV,False,False,False
s6ZrQ73zxdw_000131,playing tympani,AV,False,False,False
O_SKumO328I_000030,driving buses,AV,False,False,False
ITKMtPL1pWw_000001,underwater bubbling,AV,False,False,False
EBnrA85wsc4_000030,people eating,AV,False,False,False
Z0wu_Qi3Cxk_000115,police radio chatter,AV,False,False,False
qaZYMjKrUCo_000460,using sewing machines,AV,False,False,False
-G04QpzSpbU_000020,cat purring,AV,False,False,False
hFkC9DzHoho_000189,playing bassoon,AV,False,False,False
twAF2WFdZMk_000143,slot machine,AV,False,False,False
0hdkmTWLnw8_000042,playing darts,AV,False,False,False
uwH37lkK6OQ_000070,otter growling,AV,False,False,False
Owg_XU9XmRM_000030,driving buses,AV,False,False,False
vhUM-UOKpSk_000053,playing ukulele,AV,False,False,False
8hE1DIB6wfw_000030,baby crying,AV,False,False,False
r4kvzWLSDT4_000030,playing double bass,AV,False,False,False
MI6AgoqRlZg_000069,chicken crowing,AV,False,False,False
StO32FBBIH4_000011,baby crying,AV,False,False,False
D1VQAb8CfWM_000022,cat hissing,AV,False,False,False
Dvq1kY70ip4_000025,snake hissing,AV,False,False,False
VCWoxeOUJzc_000083,"alligators, crocodiles hissing",AV,False,False,False
CUWfvJiJFLQ_000030,playing bagpipes,AV,False,False,False
G0SUSiUozWM_000236,popping popcorn,AV,False,False,False
m-FO9gFY5Go_000030,people hiccup,AV,False,False,False
K2pP4vbDrBw_000108,playing congas,AV,False,False,False
wOzgCyoi9l8_000006,gibbon howling,AV,False,False,False
a2mT_KRRa1Y_000002,"fly, housefly buzzing",AV,False,False,False
mZ6ALw9GOUU_000030,playing harp,AV,False,False,False
nxklbthehL0_000100,people cheering,AV,False,False,False
tiMD7FdhbPo_000050,playing trumpet,AV,False,False,False
3ANlPU9YFmw_000030,frog croaking,AV,False,False,False
5NyjOIjRKKM_000018,dog bow-wow,AV,False,False,False
UpTkrr-4feg_000015,ferret dooking,AV,False,False,False
NwA9JSlK_lM_000030,playing banjo,AV,False,False,False
Szwd-0tatdo_000120,thunder,AV,False,False,False
8n2oR0jgQ5A_000021,shot football,AV,False,False,False
Hrpr-PM2fQQ_000000,skidding,AV,False,False,False
V5xL8hLFY58_000030,playing mandolin,AV,False,False,False
ktLR-WjB_C8_000044,ripping paper,AV,False,False,False
RXIRbazT2Rs_000270,using sewing machines,AV,False,False,False
R_yxyBvaauw_000040,barn swallow calling,AV,False,False,False
2bCuw7U_Rac_000390,playing accordion,AV,False,False,False
QDW_uCMnMMU_000000,people screaming,AV,False,False,False
33JKpT0qUcE_000000,cat growling,AV,False,False,False
o1psbzO1YPU_000065,"fly, housefly buzzing",AV,False,False,False
V4YUpQKeKD4_000020,playing vibraphone,AV,False,False,False
dgpEiV4huf4_000690,striking bowling,AV,False,False,False
MaaPWkNBhR8_000173,car engine idling,AV,False,False,False
irHVR7HFtn4_000034,"heart sounds, heartbeat",AV,False,False,False
Drxkm1HyVxI_000021,sliding door,AV,False,False,False
HZDIyvYqEC8_000066,magpie calling,AV,False,False,False
9nNBz3phufo_000040,eating with cutlery,AV,False,False,False
j68v0fnyXg8_000030,people clapping,AV,False,False,False
THhP1idrWXA_000030,people sniggering,AV,False,False,False
a6XuFDaKFgM_000092,arc welding,AV,False,False,False
ER1fTL9-pQw_000030,people finger snapping,AV,False,False,False
-2Dm0VjW8oM_000001,"pigeon, dove cooing",AV,False,False,False
PljzqcsQ62U_000030,"bird chirping, tweeting",AV,False,False,False
O1RmrE_HfpE_000030,playing didgeridoo,AV,False,False,False
NmtINqVMjHE_000258,playing darts,AV,False,False,False
ZvcqyRbXyls_000030,police car (siren),AV,False,False,False
986MPr2JYY4_000016,people battle cry,AV,False,False,False
4BUKAcdGfaI_000009,tap dancing,AV,False,False,False
QS9exOjY2u0_000026,playing shofar,AV,False,False,False
W3eYhk9XxRs_000046,chipmunk chirping,AV,False,False,False
9koUQIbosEg_000259,car engine idling,AV,False,False,False
z55K86oQrMo_000063,opening or closing car electric windows,AV,False,False,False
G4fTKotMoWI_000030,playing acoustic guitar,AV,False,False,False
rU7WZkmqSGc_000072,baltimore oriole calling,AV,False,False,False
mCaniZpghFE_000310,playing harp,AV,False,False,False
zsSLTyIhuf0_000000,playing tennis,AV,False,False,False
xxxorj7BKe0_000064,playing squash,AV,False,False,False
Aq3pc1q58Kw_000084,cat caterwauling,AV,False,False,False
xsHb8V7bKbo_000010,people finger snapping,AV,False,False,False
7XNy97YAGjo_000251,roller coaster running,AV,False,False,False
0J_TdiZ3TKA_000030,male singing,AV,False,False,False
1zQtgRqPHZU_000046,bathroom ventilation fan running,AV,False,False,False
XryEq7dg_fY_000082,train whistling,AV,False,False,False
f9rfsCGlpes_000000,dog whimpering,AV,False,False,False
cNPwX7nKmOs_000030,"rowboat, canoe, kayak rowing",AV,False,False,False
Y3Iu9Xq-TaU_000505,people slurping,AV,False,False,False
Oct7HCu1Vwo_000035,smoke detector beeping,AV,False,False,False
2e1tRszQIPE_000057,bouncing on trampoline,AV,False,False,False
5gsfdVBThoI_000111,playing bass drum,AV,False,False,False
cZBUN4-Vu2g_000118,chipmunk chirping,AV,False,False,False
LhL0H-LI8SE_000090,baby laughter,AV,False,False,False
Gg6Jx9UTBZI_000158,baltimore oriole calling,AV,False,False,False
W_-t9sBGOg4_000072,playing double bass,AV,False,False,False
5QpSgohMobQ_000030,car engine starting,AV,False,False,False
-5CGQGSFGyg_000060,playing electronic organ,AV,False,False,False
sP0anQjatZQ_000032,chipmunk chirping,AV,False,False,False
tA_NrYVTlps_000024,horse clip-clop,AV,False,False,False
IisvMeU0iKQ_000180,helicopter,AV,False,False,False
3xDZU7GME7E_000170,lighting firecrackers,AV,False,False,False
JHAQKzJ43Qo_000110,playing cymbal,AV,False,False,False
zx_vcwOsDO4_000050,tapping guitar,AV,False,False,False
gEbqh2WEfKU_000156,train horning,AV,False,False,False
JzcuvgVgskk_000030,"child speech, kid speaking",AV,False,False,False
ARCyuCLGlmc_000030,ocean burbling,AV,False,False,False
-hSwZyPPJTc_000075,fox barking,AV,False,False,False
Br2gA432RWo_000182,playing erhu,AV,False,False,False
ITym6X1Cvzs_000000,duck quacking,AV,False,False,False
CsRF3qYnSLI_000030,dog howling,AV,False,False,False
rXU4vJ4Rz4A_000032,footsteps on snow,AV,False,False,False
L28CnhmeAD4_000030,dog howling,AV,False,False,False
x3i0kNcMM1k_000038,mynah bird singing,AV,False,False,False
G_KiopmUUE0_000000,splashing water,AV,False,False,False
JcLpx0VveSw_000017,plastic bottle crushing,AV,False,False,False
40AD_oH9eCU_000030,"child speech, kid speaking",AV,False,False,False
E3sbhKh1Rns_000126,plastic bottle crushing,AV,False,False,False
Sg-8q7jJq7A_000030,people whispering,AV,False,False,False
61krHyjf-ac_000176,"fly, housefly buzzing",AV,False,False,False
zBabZOv4dGw_000380,dog howling,AV,False,False,False
JSdALuTneBM_000030,playing synthesizer,AV,False,False,False
vq4jQd5-PL0_000030,people sniggering,AV,False,False,False
9lrhuW6aatg_000000,barn swallow calling,AV,False,False,False
ikIVo68HLwY_000010,bird squawking,AV,False,False,False
-ABOfhcXwt8_000017,people running,AV,False,False,False
QMc3zhoaU-Y_000057,chipmunk chirping,AV,False,False,False
X3wyXjui7ac_000213,playing tympani,AV,False,False,False
MN-NfHbxdQE_000107,playing tympani,AV,False,False,False
x5RTAyFGLRc_000133,running electric fan,AV,False,False,False
kXQNBY7Wa14_000030,wind rustling leaves,AV,False,False,False
M0GKzxjD9S0_000084,metronome,AV,False,False,False
wZopmfXTtxw_000030,"male speech, man speaking",AV,False,False,False
5DN1Q9s5B20_000030,cat hissing,AV,False,False,False
7gr6ZOKZwuQ_000010,driving buses,AV,False,False,False
ZPBscuJXkO0_000580,firing cannon,AV,False,False,False
_W_Mc16Gi4Q_000030,wind rustling leaves,AV,False,False,False
iuXb1ckkpwE_000246,"fly, housefly buzzing",AV,False,False,False
CMKnSInoA7I_000003,horse clip-clop,AV,False,False,False
mbIaXWp46po_000088,playing tuning fork,AV,False,False,False
_jB-IM_77lI_000000,playing tennis,AV,False,False,False
u-_9D23i6mE_000050,shot football,AV,False,False,False
mHRF_-IOT2s_000440,playing cymbal,AV,False,False,False
vyYpxGJr7zI_000030,dog barking,AV,False,False,False
FTOafffuu5U_000150,people babbling,AV,False,False,False
ABs3qGwvW-U_000020,basketball bounce,AV,False,False,False
xLkLbI6uqSs_000053,snake hissing,AV,False,False,False
9fWNP6yAgrU_000003,woodpecker pecking tree,AV,False,False,False
I70DGW_g26g_000100,people slapping,AV,False,False,False
8spcnH0LalI_000032,playing table tennis,AV,False,False,False
A5lX7rsPIDw_000300,playing acoustic guitar,AV,False,False,False
U8hJTpSZVWE_000103,yodelling,AV,False,False,False
THu8Uk2KMBM_000030,playing harp,AV,False,False,False
IkS4Dfi2m10_000162,missile launch,AV,False,False,False
9c9dRz8t4bI_000152,electric grinder grinding,AV,False,False,False
8TCdnr4F6tw_000303,playing glockenspiel,AV,False,False,False
-tptsFSnu60_000235,hair dryer drying,AV,False,False,False
WsHNWjMhlHQ_000452,police radio chatter,AV,False,False,False
ID9p52w2ah4_000079,playing erhu,AV,False,False,False
9K1WO3UNFb0_000269,bouncing on trampoline,AV,False,False,False
CHkE7YL08Zo_000030,people sneezing,AV,False,False,False
IPm036_I75o_000362,eagle screaming,AV,False,False,False
8UMdVUartLw_000120,wind rustling leaves,AV,False,False,False
AucZQ-hal9U_000013,firing muskets,AV,False,False,False
DntBIoOgx70_000030,people farting,AV,False,False,False
sc7KNFUEdfY_000030,duck quacking,AV,False,False,False
G-tO6Sqyiu4_000030,chicken clucking,AV,False,False,False
gLPkzyEy--c_000876,people eating apple,AV,False,False,False
FpgEvLIh-jM_000052,spraying water,AV,False,False,False
OvJJbbiz9y8_000070,cheetah chirrup,AV,False,False,False
J5E3DDNxZGs_000078,cuckoo bird calling,AV,False,False,False
J2nDnAerah0_000030,helicopter,AV,False,False,False
DPpmV4JqYsM_000030,goat bleating,AV,False,False,False
d_6Ykd2ntDE_000131,telephone bell ringing,AV,False,False,False
pOvO5y-p550_000170,people burping,AV,False,False,False
XCiz7m7HQrs_000120,cat caterwauling,AV,False,False,False
lm5ia1UoyGw_000030,goat bleating,AV,False,False,False
nC1p4WWdMgY_000316,lip smacking,AV,False,False,False
LoRLOQaZU48_000090,airplane,AV,False,False,False
sHG7j9-d0d0_000030,playing ukulele,AV,False,False,False
NV0P4YtItzc_000110,people hiccup,AV,False,False,False
q_K7AV8EWks_000026,playing bongo,AV,False,False,False
WhBHLyBY5to_000113,playing shofar,AV,False,False,False
ysNo8BAeNoE_000037,ferret dooking,AV,False,False,False
fsHgHsYyJbs_000030,playing bass guitar,AV,False,False,False
3uuyQ4O0L68_000030,playing french horn,AV,False,False,False
JIRCCthKAh0_000118,shot football,AV,False,False,False
7NH1WJlSiYI_000030,"engine accelerating, revving, vroom",AV,False,False,False
2Wr7o5BG6e0_000030,people whispering,AV,False,False,False
ifHRDBx-ctw_000030,playing accordion,AV,False,False,False
ifGuIUPl1hE_000030,lions roaring,AV,False,False,False
FbLFOzKYe-w_000123,cutting hair with electric trimmers,AV,False,False,False
75PJeJ2hGcw_000030,cat meowing,AV,False,False,False
3NRu3vNRFxU_000000,dog barking,AV,False,False,False
Q1n6LAxY7uY_000203,lions growling,AV,False,False,False
sI2qIWCfEJ8_000025,cheetah chirrup,AV,False,False,False
KDgNhw175fM_000089,yodelling,AV,False,False,False
KOVw582M79I_000220,driving buses,AV,False,False,False
0BauNGmZtTU_000250,thunder,AV,False,False,False
AN60q9nSnMk_000030,people sneezing,AV,False,False,False
JaKy0YkFdsg_000071,bouncing on trampoline,AV,False,False,False
5WL7gVP9i58_000121,electric grinder grinding,AV,False,False,False
awu8YzLtqF0_000050,people farting,AV,False,False,False
ucC4clgPd4Q_000030,typing on typewriter,AV,False,False,False
FwVYUHKoLtQ_000034,"playing violin, fiddle",AV,False,False,False
i8kGE-XRat4_000011,disc scratching,AV,False,False,False
LExYeHF-ypk_000130,playing cello,AV,False,False,False
wTujz_6ZG9E_000061,airplane flyby,AV,False,False,False
uG4Y4HedL60_000015,air horn,AV,False,False,False
28ehZa0fzmo_000028,fire truck siren,AV,False,False,False
a_tTA5W6FAo_000176,people cheering,AV,False,False,False
4z8HTrCvEsc_000097,tap dancing,AV,False,False,False
6LhWo-WzgLU_000034,slot machine,AV,False,False,False
g3eW5ca-DKw_000030,raining,AV,False,False,False
RMX2aviLZdo_000070,using sewing machines,AV,False,False,False
-zSyfcXmHdk_001083,"ice cream truck, ice cream van",AV,False,False,False
xC-FE1l3Cxs_000368,footsteps on snow,AV,False,False,False
K-JfatjTpQw_000119,hedge trimmer running,AV,False,False,False
YcBWuQDGrJc_000030,printer printing,AV,False,False,False
KS_5Qiec4AI_000009,warbler chirping,AV,False,False,False
DmJL3kSguyw_000023,eagle screaming,AV,False,False,False
8KEzNMLZYpk_000118,striking pool,AV,False,False,False
z16gQeEtuyw_000021,mosquito buzzing,AV,False,False,False
P1LygmOqewM_000157,playing congas,AV,False,False,False
CtcmYF7mufk_000030,rapping,AV,False,False,False
qLQVG0dFvwg_000135,playing shofar,AV,False,False,False
DFf71XYDX3g_000016,chipmunk chirping,AV,False,False,False
31DHlOBn2LE_000002,sea waves,AV,False,False,False
Pc-XnRIIgqE_000005,fireworks banging,AV,False,False,False
qgAWtqsSBsg_000035,bouncing on trampoline,AV,False,False,False
PJnn-wMPU9w_000040,mouse pattering,AV,False,False,False
ItvWPMW7RWE_000150,goose honking,AV,False,False,False
ZGYQX-172io_000022,dog bow-wow,AV,False,False,False
B2dwWGTj7O4_000400,playing double bass,AV,False,False,False
DJbFAoB4-_o_000170,people hiccup,AV,False,False,False
ew1epjgvuQM_000030,people shuffling,AV,False,False,False
BckOteKD49k_000030,mouse pattering,AV,False,False,False
xubIj3ag5t4_000233,playing erhu,AV,False,False,False
Gr-aT8sYNN8_000030,vacuum cleaner cleaning floors,AV,False,False,False
JNE-lrKk6Mg_000030,"playing marimba, xylophone",AV,False,False,False
c2akbbdS7I4_000030,people shuffling,AV,False,False,False
LuL4ErULWR0_000160,foghorn,AV,False,False,False
B7MStvwQ6R8_000029,striking pool,AV,False,False,False
brfMnl3U64M_000004,playing bongo,AV,False,False,False
